,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent)
56,AL-RandVarUncertainty-LB-b0.3-,0.303499,76.53871324,10.4371552,38.83539673,44.11584221,34.69155057,13.40116257,55.676,33.19703482,1.427511031,69.42944107,55.59723058,2.140730663,39.89133437,13.27996372,66.37401455,46.1969975,30.63691762,64.09131768,0.756302521,72.7910903,69.81519144,1.111830543,28.98333804,0.042151119,21.41285796,41.75775279,0.303288522,3.48976244
57,AL-SelSampling-LB-b0.3-,0.3035,76.29363612,9.766942287,38.11507967,43.20038095,34.10354438,13.59736241,55.084,32.18855218,1.493577222,69.17051069,54.89082741,1.60786094,37.68191074,13.42400912,65.41482976,45.75429114,28.47013949,62.93863523,0.792316927,73.38715826,68.59256639,0.827860512,26.91781982,0.042655319,22.52228333,41.76274726,0.251264169,3.40786196
58,AL-FixedUncertainty-BOLE-b0.3-,0.3035,72.91637837,8.864307829,33.80950418,37.57628318,30.7379503,14.76533494,51.3344,26.04193241,2.243120176,67.1194318,51.45715321,1.283726859,21.94661195,15.7607181,62.00038879,42.83314694,18.06090741,49.22625464,1.224489796,73.18619976,64.46252247,0.66968828,14.14685117,0.054957798,26.07102219,44.17810603,0.372579578,3.150009114
59,AL-VarUncertainty-BOLE-b0.3-,0.303098,68.83248337,9.880411999,31.7586973,35.2563973,28.92010323,15.37507068,47.7851,22.35095408,2.340103579,62.80137434,52.65496468,1.204802798,11.95013427,4.292618146,66.58920364,41.35135258,17.27871002,46.77010211,5.066026411,59.47745344,72.55253928,0.626214041,6.878282971,4.676858229,17.31256717,52.83428935,0.358340154,1.693298499
60,AL-RandVarUncertainty-BOLE-b0.3-,0.303498,71.86238875,11.21619643,33.6560246,37.09365734,30.82924531,14.89612384,50.8215,25.31787604,4.765523899,66.35008976,51.88354736,1.503100086,19.18239312,13.73254728,62.59582852,42.48054049,18.67384377,47.98552663,3.961584634,70.62711034,66.69997347,0.788086208,12.0694719,0.276906632,24.5380555,46.38536165,0.42763121,2.852664196
61,AL-SelSampling-BOLE-b0.3-,0.3035,72.02905233,10.18078166,33.44032214,36.76575696,30.66949893,14.84299853,51.0064,25.5952478,3.619275144,66.58420469,51.95457582,1.548756673,20.11525798,12.46360918,62.93393617,42.49239398,18.17612693,47.76271855,2.232893157,70.6938242,66.84558022,0.812135788,12.76306128,0.119999597,24.17188191,46.45180331,0.446579735,3.024728112
62,AL-FixedUncertainty-DACC-b0.3-,0.3035,63.34486044,17.41823873,30.29354615,32.03424058,28.73308265,16.23253469,44.5936,18.32564071,6.434223987,59.35221927,45.3358018,9.366191506,23.16589367,17.19093941,56.72652205,40.13240384,15.70413852,30.41719911,3.961584634,62.23314454,52.089781,6.673758209,18.70714487,0.160537276,27.5531007,39.89965644,4.342015271,9.207363752
63,AL-VarUncertainty-DACC-b0.3-,0.303496,62.66616269,17.34050655,30.41115989,32.58093476,28.51705059,16.35665833,44.3283,17.75265432,7.072744487,58.32989961,45.95313675,9.03834733,22.21231759,19.95272754,56.86397027,39.6423486,15.54705708,30.89857032,4.333733493,59.87419671,54.6582368,6.37313847,17.34594747,0.146419676,26.36086352,42.73349174,4.195472536,8.34704417
64,AL-RandVarUncertainty-DACC-b0.3-,0.303498,63.75697586,18.78299059,30.87641647,32.92965779,29.06807161,16.23374072,44.4393,18.31725631,8.31882324,59.06204917,45.19114883,9.79029145,24.1490807,21.08508447,57.0340572,39.99048257,15.6117046,30.92696011,5.198079232,61.24550703,51.95065877,7.135325132,19.81078791,0.165075075,26.78045388,40.03026955,4.67288567,9.520019442
65,AL-SelSampling-DACC-b0.3-,0.303499,63.79011278,19.05911723,30.7512416,32.65700915,29.05883209,16.27695005,44.2715,18.0990182,8.825856317,58.76331998,45.21280722,9.783642498,23.94391724,20.13842457,57.03806225,39.86952454,15.70800754,30.53102682,5.678271309,60.59824638,52.21239721,7.10572565,19.69951991,0.190688435,26.49124471,40.43573018,4.621421924,9.645664986
66,AL-FixedUncertainty-ARF-b0.3-,0.3035,72.64784435,0,33.38185722,36.65357159,30.65897868,15.05834822,50.802,25.01256219,,64.96196325,48.56933371,0.23708728,30.98007245,0,56.35341581,42.89974035,19.6496847,64.36501709,0,76.69480449,55.99050903,0.119322912,20.49025699,0.01321004,34.49570137,38.27372754,0.057069818,2.452032323
67,AL-VarUncertainty-ARF-b0.3-,0.3035,72.49453841,3.725545383,35.88650714,41.23764368,31.77686818,14.75732935,51.2091,26.48419683,,60.40750223,54.61066344,0.536511197,36.90467031,0.980861244,66.63347351,42.13693763,30.581905,65.855041,0.024009604,55.27992593,77.59630972,0.271020257,25.7130754,0.01694112,16.10057526,54.72704433,0.077027436,2.865058631
68,AL-RandVarUncertainty-ARF-b0.3-,0.303499,72.28851799,3.531772533,34.5066576,38.77197689,31.11254457,14.84930816,51.3413,26.01322822,,64.86135484,50.790106,0.321414269,31.58025966,1.875,58.87381527,42.94740585,25.68405696,64.47960639,0.036014406,72.21353883,62.1493206,0.161872167,21.00197684,0.01351256,29.28408875,42.40567251,0.055387996,2.487878972
69,AL-SelSampling-ARF-b0.3-,0.3035,72.44032877,2.743687658,34.07326324,37.89989667,30.9757444,14.89181328,51.2382,25.79680435,,65.06944068,50.27103411,0.281299661,30.99531365,0.588235294,58.39010196,42.89048664,23.18368919,64.44697028,0.012004802,73.48927132,60.73098122,0.141522523,20.50494211,0.015126,30.41200455,41.52846094,0.057518304,2.445956619
70,AL-FixedUncertainty-MOOB-b0.3-,0.3035,71.39517967,18.59702045,34.42998301,35.45803842,33.46009369,14.56442792,50.3537,27.03034802,4.065638825,65.03052435,47.01797095,8.694261176,40.9850089,6.131181975,60.39142031,43.84380565,22.01497052,44.90881366,3.049219688,70.44466834,50.69266366,5.419480159,37.6944366,0.391057509,26.81743473,33.34039623,2.324165536,9.949085607
71,AL-VarUncertainty-MOOB-b0.3-,0.3035,70.74558882,14.77953595,34.87045486,36.80880245,33.127414,14.38223098,51.3589,27.96490641,1.861481731,64.65777507,51.51013916,7.997241386,38.33629036,6.34479688,63.72080472,44.02148296,21.81847507,48.13845264,1.104441777,65.64344843,62.09597076,4.913514014,31.879695,0.135428116,21.70459574,40.5587759,2.123692384,7.388662738
72,AL-RandVarUncertainty-MOOB-b0.3-,0.303498,71.28636829,17.14964658,34.42512542,35.52666215,33.3960793,14.47967886,50.7646,27.46245694,3.363620195,65.4658205,47.46725481,7.577296847,40.74722609,7.29270438,60.05726313,44.58606758,20.7432925,44.95398318,2.340936375,71.94695567,50.75190851,4.654518546,37.28607738,0.257545353,27.77277325,32.38796483,2.143425759,9.836685096
73,AL-SelSampling-MOOB-b0.3-,0.3035,71.37068872,17.82634557,34.37665393,35.39817578,33.41394489,14.50188623,50.6279,27.32882442,3.651131374,65.45558278,47.21338751,8.274656743,40.44554073,6.639550731,60.00572032,44.54772194,21.2641867,44.53369921,2.605042017,72.00277748,50.23285289,5.153084821,37.07596724,0.290015832,27.8582717,32.11205788,2.308020047,9.941065678
74,AL-FixedUncertainty-MUOB-b0.3-,0.156778,56.99383879,21.64425372,,,25.57460694,18.79650987,28.7017,5.485181897,2.455532118,,,,,1.316586883,,,,,21.2484994,33.06230258,23.51843664,6.621034132,43.42276193,8.009216776,21.5982363,22.42065594,5.060825887,36.89361444
75,AL-VarUncertainty-MUOB-b0.3-,0.303499,63.61396384,28.7491229,29.1618174,27.20772658,31.43819058,17.70836762,32.2083,10.37760223,4.429786226,47.00033811,32.63033427,13.50770907,25.79287232,2.329829504,53.62076309,37.24087244,14.76175959,28.08540829,45.75030012,42.75106198,29.99646299,13.05799649,25.63513132,16.15910535,22.05796827,26.14259985,9.223783202,14.95838143
76,AL-RandVarUncertainty-MUOB-b0.3-,0.3035,64.17474813,29.6046396,29.55142952,27.53933755,31.89257648,17.61980541,32.3243,10.78526182,4.551482519,46.94083624,33.11108433,13.96640729,27.15569282,2.394787233,55.04437699,36.63102879,14.08854669,29.53794803,46.2545018,41.57880405,30.82294338,14.68689298,26.11974019,15.89934151,20.12026677,27.36866799,11.00214152,13.70860927
77,AL-SelSampling-MUOB-b0.3-,0.3035,63.95230259,28.5000001,28.9614209,26.80625399,31.50745075,17.63570253,32.3949,10.7099623,4.400878319,49.46957801,29.08112284,13.391538,27.79249024,2.315880671,52.71744515,36.35156564,14.32337128,28.32300722,44.89795918,47.2628254,24.54505261,12.94607344,27.88534312,16.13772727,24.87609836,22.20922313,9.425601812,15.52986208
78,OALDI-b0.3-,0.566083,75.79177409,28.19937366,41.34515942,46.02788276,37.53044216,13.85575151,53.2361,30.44638499,28.2773143,68.72975717,53.24911832,12.66166858,30.54014254,45.19136336,65.3776487,45.89982677,27.96731522,45.70325977,20.67226891,72.44799041,63.40466295,8.185181759,22.94210675,0.210957274,22.27021303,38.37558458,2.556032695,5.865969986
79,OALE-b0.3-,0.53191,79.86201156,17.39580102,44.93081805,55.14528517,37.9126559,12.26066332,59.3491,38.88835548,6.864118233,73.96350944,58.88681703,4.325665384,44.22320146,41.96099676,71.71290136,48.76885912,45.54624739,67.73742121,3.757503001,76.36395817,74.30630471,2.273610212,32.86190342,0.043966239,17.4857766,40.08702496,0.325712812,3.360836017
80,CALF-MID-b0.3-,0.3,80.98087037,21.18354442,44.62015661,48.51487287,41.30843483,11.38133233,61.553,43.26096817,3.911390392,73.96177534,60.30152643,11.61730721,57.99603945,17.56192677,73.07833767,52.11311002,32.23199782,67.58899206,2.208883553,74.86875068,71.55186135,7.09370086,50.81897769,0.086823238,16.00922941,33.77188867,1.802800794,5.235919558
81,OALDI-b0.1-,0.298732,67.919377,20.79154787,34.26529251,38.82407637,30.67105786,15.94168565,46.5208,20.13463218,14.70241606,59.71805036,47.61833238,10.84242017,22.63162614,37.5022482,54.99115478,41.74590289,21.92090346,37.96017255,9.231692677,65.35862107,55.43637811,7.203773934,16.1248235,0.130386116,31.06043366,39.73574683,3.11092175,5.670939911
82,OALE-b0.1-,0.341232,76.76136817,12.72243948,41.34591433,49.3423545,35.58315901,12.84686147,57.5251,35.80794368,3.772427397,73.35372408,57.42577387,2.289835383,35.84783836,30.77404984,71.01716282,46.87864835,32.78573387,65.25617761,2.016806723,75.85121446,74.10381112,1.187679216,24.75628354,0.038722559,17.96715974,43.12896342,0.294430928,2.805030682
83,OALDI-b0.15-,0.380401,70.95045057,24.39388882,37.12168547,41.57213842,33.53382811,15.09132362,49.124,24.30368636,20.93222418,63.34772201,49.79979022,11.95829116,26.12763079,40.70639087,59.58579878,43.28859539,23.77064945,40.50925762,14.12965186,67.63124932,58.62675745,7.99371011,19.28777182,0.173243115,26.63853594,39.44167814,3.10935205,6.093808858
84,OALE-b0.15-,0.388829,77.94762154,14.61465951,42.50332348,50.79790301,36.54137784,12.5922801,58.2967,37.13131419,4.833230199,73.61013381,58.09642728,3.04966987,39.46612458,32.75736206,71.30455491,47.75397226,36.19102742,65.9825984,2.617046819,76.07341248,74.16954048,1.598372028,28.24851737,0.044167919,17.77150894,41.68510587,0.34645528,3.114162464
85,CALF-MID-b0.15-,0.15,77.31800848,16.79599002,40.62080164,43.75933756,37.90612988,12.49527925,57.8939,37.59633326,2.455330964,71.24579998,56.88367122,7.815451174,50.07515646,12.31221866,69.89280742,48.78122488,27.19559635,60.61484047,1.380552221,72.66310859,68.21617001,4.574969938,42.69584863,0.076537558,18.17719198,36.77947119,1.475518281,5.967677259
86,CALF-MID-b0.35-,0.35,81.39040966,22.24477908,45.22013582,49.1907667,41.84593146,11.19332595,62.1604,44.18811223,4.277012296,74.41374063,61.20205579,12.78774421,58.5789052,17.50021558,74.02060902,52.66085868,32.8539563,68.9181939,2.460984394,74.81456268,73.05155186,7.947460919,50.95509743,0.095495477,15.24401037,33.72224661,1.964479925,4.940397351
87,CALF-MID-b0.4-,0.4,82.44238117,24.52130305,46.53507401,50.93864602,42.83573211,10.91998971,63.0426,45.55681267,5.991923398,75.09097727,62.0812482,13.82509773,60.16039096,21.99250339,74.88616621,53.53956566,34.40002696,69.8749679,3.481392557,75.30906219,73.87302149,8.660623439,52.85456086,0.104167717,14.67270371,32.921617,2.000919396,4.900540738
