,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),F1 Score for class 7 (percent),F1 Score for class 8 (percent),F1 Score for class 9 (percent),F1 Score for class 10 (percent),F1 Score for class 11 (percent),F1 Score for class 12 (percent),F1 Score for class 13 (percent),F1 Score for class 14 (percent),F1 Score for class 15 (percent),F1 Score for class 16 (percent),F1 Score for class 17 (percent),F1 Score for class 18 (percent),F1 Score for class 19 (percent),F1 Score for class 20 (percent),F1 Score for class 21 (percent),F1 Score for class 22 (percent),F1 Score for class 23 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Precision for class 7 (percent),Precision for class 8 (percent),Precision for class 9 (percent),Precision for class 10 (percent),Precision for class 11 (percent),Precision for class 12 (percent),Precision for class 13 (percent),Precision for class 14 (percent),Precision for class 15 (percent),Precision for class 16 (percent),Precision for class 17 (percent),Precision for class 18 (percent),Precision for class 19 (percent),Precision for class 20 (percent),Precision for class 21 (percent),Precision for class 22 (percent),Precision for class 23 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),Recall for class 7 (percent),Recall for class 8 (percent),Recall for class 9 (percent),Recall for class 10 (percent),Recall for class 11 (percent),Recall for class 12 (percent),Recall for class 13 (percent),Recall for class 14 (percent),Recall for class 15 (percent),Recall for class 16 (percent),Recall for class 17 (percent),Recall for class 18 (percent),Recall for class 19 (percent),Recall for class 20 (percent),Recall for class 21 (percent),Recall for class 22 (percent),Recall for class 23 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent),FalseAlarmRate for class7 (percent),FalseAlarmRate for class8 (percent),FalseAlarmRate for class9 (percent),FalseAlarmRate for class10 (percent),FalseAlarmRate for class11 (percent),FalseAlarmRate for class12 (percent),FalseAlarmRate for class13 (percent),FalseAlarmRate for class14 (percent),FalseAlarmRate for class15 (percent),FalseAlarmRate for class16 (percent),FalseAlarmRate for class17 (percent),FalseAlarmRate for class18 (percent),FalseAlarmRate for class19 (percent),FalseAlarmRate for class20 (percent),FalseAlarmRate for class21 (percent),FalseAlarmRate for class22 (percent),FalseAlarmRate for class23 (percent)
21,AL-VarUncertainty-MUOB-b0.2-,0.213372093,71.43658592,6.43002642,,,12.22127946,3.816455109,12.22166533,8.405078704,14.17187092,,5.109697591,18.12546957,,9.506685882,11.17325896,5.625691798,,,,6.787750443,,,,,,,,,,13.36376714,15.20535282,22.06284789,11.64574141,,8.662314038,15.06047364,12.21911075,12.25559802,11.2854863,7.655681126,,,10.37636134,13.28567174,,,,,4.376490716,3.9728954,,,7.84825425,9.255886692,12.37500323,16.2912998,21.65196472,10.9382518,6.038492382,44.68323978,34.65116279,16.51162791,15.39262821,5.581395349,0.978348035,3.844301766,1.91659984,6.776263031,2.277465918,0.577385726,2.453889334,5.878107458,1.627906977,0.954290297,6.712109062,4.61106656,6.383319968,26.4234162,26.39935846,40.04811548,6.221889055,4.443011053,2.527108539,10.71162093,9.010494753,5.471566542,4.972454672,2.889020606,0.694885116,0.996792413,0.471043548,2.069662843,0.938251804,0.494752624,1.324918936,3.089501761,1.072487012,0.920121335,1.424287856,1.246121125,2.360447683,11.17185593,8.032844043,9.039782434
22,AL-RandVarUncertainty-MUOB-b0.2-,0.21336541,71.34957698,6.934709895,,,12.26218426,3.814680739,12.26242983,8.447663442,17.07799418,9.534130842,,17.38655581,20.98048703,8.923834077,10.22645686,,,,,,,,,,1.252786781,,,,,12.85477903,13.78603252,,14.1114446,11.31633089,7.563363651,14.73668751,16.3443083,11.81848881,11.99282651,,,,11.75309374,,6.334562544,,,6.531250833,7.641361931,6.0740826,,,,9.157564112,13.75978498,15.44274798,24.89975942,12.94306335,11.86848436,34.00160385,42.88692863,15.2606255,11.2900641,8.973536488,0.809943865,3.940609952,3.93744988,7.07297514,3.03127506,1.85244587,2.333600642,5.581395349,0.874097835,0.914194066,5.11627907,3.448275862,9.045709703,25.66158781,24.47473937,34.07377706,6.497681392,4.645235522,4.525992818,8.518531432,10.21756564,5.054914403,3.570781032,4.985530491,0.549841358,0.972386863,0.985669956,2.203200725,1.193124368,1.196262334,1.43928036,2.658205781,0.672919354,0.876887138,1.112583243,0.846204805,3.106237579,10.74125728,7.659426101,7.322617761
23,AL-SelSampling-MUOB-b0.2-,0.213372093,71.37393291,7.018115713,,,12.27835954,3.813971281,12.27880246,8.464689544,15.32765937,,8.134354335,,,11.10259651,12.98089766,6.697913706,,,,,,,,,,,,,,13.25495006,18.24232336,20.34461953,13.32241523,,7.969457826,,,10.6259371,11.94835338,8.875543202,,,12.88153432,,,,,,14.4787349,3.300740188,,,17.06001868,9.306487534,14.63004142,16.44910128,22.2052927,9.478748998,11.49959904,30.06415397,35.71772253,20,16.69871795,7.594226143,0.248596632,3.443017657,2.967121091,5.934242181,3.664795509,6.647955092,1.275060144,3.03127506,1.651964715,1.619887731,4.907778669,7.570168404,8.203688853,25.84603047,30.32076985,34.08981556,5.910184443,3.401555036,4.407098776,8.120009763,8.846274537,6.469439699,5.392608089,3.614588055,0.238136746,1.14496897,0.662459468,1.929500366,1.526097416,3.473379589,0.865381263,1.611171159,1.026812175,1.111188592,1.22241205,1.620236393,2.703183292,10.8922283,7.885708309,7.460688261
24,OALDI-b0.2-,0.326727479,74.7736325,15.04102295,18.69821118,17.93964621,19.524181,3.498935029,19.52452553,16.02555307,33.97623307,33.11030215,23.18141771,24.59706983,26.18335796,20.31158993,21.56247583,14.8286815,9.751419066,13.15423262,17.70383785,13.00833831,11.72468008,8.751012486,7.123302779,7.206785148,6.776047352,7.156661524,11.53455565,15.62718629,15.71872705,16.22822435,27.15560519,33.07385804,25.49110588,26.81702195,19.939419,21.58970214,23.15609138,19.62530676,22.01036059,20.15792059,15.48073251,17.10875994,19.44942003,17.04950827,13.74774484,12.12511588,11.75052002,12.13531177,12.9187311,12.98926598,16.39989564,17.30121693,14.37390182,12.7206432,21.01693641,25.19687632,51.042502,43.31996792,27.77064956,28.68484362,30.24859663,21.13071371,21.28205128,11.81234964,7.193263833,10.97110754,16.70408982,10.65757819,10.36086608,6.944667201,5.316760225,5.196471532,4.787489976,5.044105854,8.949478749,14.31435445,17.55412991,22.5340818,38.51643945,48.24378508,6.487221506,5.150099369,4.86070918,4.530525435,4.373975803,3.780900248,3.274407252,2.04142115,1.700777518,2.340492295,3.04452425,2.275025278,2.816498727,2.180886301,1.745057704,1.638715526,1.386632265,1.488790488,1.995048987,2.9876922,4.58561417,6.742442732,6.304173495,6.242808828
25,OALE-b0.2-,0.385755814,76.35407181,8.840959765,,,17.3984908,3.591372268,17.39842288,13.80706543,31.40663048,28.64888571,19.5853999,24.51422767,23.04399489,8.415106429,8.558935128,7.526194353,,10.13535241,14.63835367,13.24433372,11.21934026,5.36903682,4.293338189,2.67345218,,1.641604134,3.902554439,12.07088428,13.50276201,14.81049419,27.21064561,31.85014975,21.81153524,20.71178866,16.80241204,19.07267271,19.89469716,13.63079185,14.76408825,20.75468967,,14.93253465,17.69760676,15.71650047,10.86575622,10.51641331,11.68462829,11.33613374,11.05000231,14.61065548,19.82294088,18.85674011,13.02476938,10.61384867,18.79385444,23.24508613,56.20689655,46.64795509,23.85725742,35.23656776,28.74097835,6.287089014,6.40224359,4.691259022,0.954290297,8.434991974,13.30392943,12.98315958,12.59021652,3.841218925,3.023255814,1.595829992,0.793905373,0.90617482,2.213311949,9.390537289,14.43464314,24.65116279,49.51884523,50.85805934,8.765036087,7.78285276,5.118022384,6.527666399,5.135804191,1.706356124,1.677475593,0.811338517,0.222098253,2.125026149,2.884487989,3.267319828,4.679753147,1.322826959,1.004149088,0.592029567,0.264286461,0.240577386,0.394686378,1.82455284,4.220215474,8.997594226,9.316272097,7.312506537
26,CALF-MID-b0.2-,0.200013365,75.47159935,7.72768843,15.12244999,14.5404955,15.75657979,3.662761054,15.75648222,12.09373621,29.97677581,26.32199335,20.43043938,21.25136428,24.19405905,8.521645227,6.235511123,8.728726965,2.30778547,9.624241585,14.3729545,10.98462141,10.04582363,3.33233263,4.150821075,4.413351838,1.007607527,0.768252806,3.55522679,9.902269194,8.587771066,12.68888998,23.66705221,29.66075373,20.97180413,19.39897862,16.2073694,18.50815655,18.6616321,13.38019753,12.15986692,16.12790122,9.815062661,15.20579042,13.57807928,9.48479668,8.564096445,10.50718218,15.61647989,13.51865034,16.47319024,10.20373219,15.84714985,15.56124299,11.41015891,8.986687229,16.86576615,21.91792008,52.54210104,40.98636728,27.65838011,25.06014435,34.47473937,6.29510826,4.198717949,6.014434643,1.315156375,7.118780096,15.52526063,13.21571772,12.34161989,1.996792302,2.397754611,2.646351243,0.521251002,0.40096231,2.012830794,7.265437049,6.952686447,21.61186848,39.71932638,45.8861267,8.60918378,7.414316098,6.221540393,4.795857885,6.533593668,1.765977476,1.320781032,1.37024511,0.528921586,1.726169723,4.327952303,5.542345107,5.753983473,0.744046581,0.561347233,0.743697918,0.115756075,0.155852306,0.462326976,1.713329382,2.362888323,9.514661274,8.5122555,7.10923608
27,AL-FixedUncertainty-LB-b0.25-,0.262530072,70.62037769,0,,,11.91821858,3.829640912,11.91827052,8.088617468,26.73633286,7.910899346,1.664840679,1.327839161,27.62040312,0.348257544,2.830541842,,3.833039727,,,,14.00912516,,,,1.837650736,,0.56178056,2.653462281,12.15218005,1.228756015,6.439258512,7.524023502,15.88282,23.98654353,11.68378424,25.7441566,16.20469695,14.70180636,15.62289282,31.82852966,8.667693059,1.883116883,0,0,8.11753689,3.082326646,,,2.132255764,,11.36169084,11.60712997,7.410319561,11.48459789,28.21028875,25.10580096,84.45068164,4.795509222,0.898155573,0.681635926,93.46431435,0.176423416,1.570512821,0.328789094,2.477947073,0.016051364,0,0,51.13873296,0.056134723,0,0.016038492,1.619887731,0,0.288692863,1.499599038,33.80914194,0.649558941,3.648757017,4.450681636,19.44946132,0.665248771,0.292179492,0.085422405,21.01426031,0.045674837,0.40237099,0.026149716,1.159304069,0.058573321,0.037655591,0.013249189,25.17834106,0.077751822,0.001394652,0.001045989,3.239775461,0.005229943,0.093092988,0.496495938,18.3647711,0.215124996,0.399916321,0.588891601
28,AL-VarUncertainty-LB-b0.25-,0.262523389,69.26194161,3.922771764,13.3017654,12.46878209,14.26179202,3.727745453,14.26189522,10.53411112,31.35867254,23.44703976,17.99451155,6.806324207,28.7786563,12.94921541,7.910850996,16.39474507,11.54147084,4.663149455,0.457829994,,14.56981316,1.226986995,,,6.971388964,1.114218048,1.221689418,2.40737833,16.09513393,5.99495214,11.51348276,8.397219273,19.97453277,19.59910427,18.51882815,19.88317691,18.97664381,16.78207293,11.89020172,13.73613397,9.198154421,14.22487719,3.794199766,4.355375051,9.373191861,7.749433089,2.209906294,2.276055861,8.143856873,8.654366355,9.027311516,9.750983255,9.938326721,12.69730319,22.42134975,26.07538441,73.02325581,29.31034483,17.82678428,4.234161989,59.73536488,10.6255012,6.001602564,20.37690457,15.70970329,2.913322632,0.248596632,0.256615878,32.89494787,0.689655172,0.088211708,0.1042502,6.174819567,0.601443464,0.665597434,1.379310345,42.51002406,4.001603849,7.826784282,5.084202085,12.7331683,5.216345316,3.423869461,0.751019839,11.10665597,2.298734354,1.961297071,5.570238137,6.760921865,0.745415243,0.275443674,0.235696105,13.81855584,0.343084272,0.12726195,0.176772079,3.003730693,0.277884314,0.307869321,0.567623165,16.74627802,1.187894425,1.18615111,0.643980335
29,AL-RandVarUncertainty-LB-b0.25-,0.262523389,73.78269436,4.514772602,13.90312567,13.49086948,14.36228642,3.723384171,14.36213579,10.6387815,30.91613945,25.54437406,11.35436453,3.576578413,29.44282091,10.73357205,5.422020065,10.68003461,9.21222897,10.11064206,2.892930362,,14.0203652,1.105944586,,,4.280167552,,1.144828182,2.522556439,15.29486048,6.037438091,17.51977133,15.75728544,19.61197996,19.02682452,16.01657323,20.18933468,18.73519459,14.89436402,12.15052754,13.83882428,9.297257182,14.75675149,16.24393872,13.48170022,9.17040737,6.454085776,9.089039777,9.984177857,6.30640202,8.864404597,10.86041788,10.63798197,9.360147309,6.916899165,19.74627497,28.14735848,73.07939054,39.01363272,8.92542101,1.988773055,68.80513232,8.65276664,3.557692308,8.981555734,9.254210104,8.065810594,1.603849238,0.729751403,29.97594226,0.609462711,0.256615878,0.224538893,3.376102646,0.449077787,0.609462711,1.435445068,41.95669607,5.765838011,16.20689655,11.17080994,13.03232105,7.220110875,2.011784805,0.352846832,12.98908685,2.157525888,1.130055788,2.457724626,3.952442383,1.976500941,0.354241484,0.168055507,12.92249224,0.356333461,0.125169973,0.081238451,2.061643597,0.19141592,0.198389178,0.517415711,17.68243785,3.308810711,2.882396011,1.230779959
30,AL-SelSampling-LB-b0.25-,0.262510024,74.26629635,5.317629771,14.23882514,13.84502349,14.66403226,3.71026528,14.66385993,10.95363403,30.81806637,24.658285,10.1345266,3.957564455,29.40093889,11.91596788,4.996206619,6.74316486,7.330136562,10.1937535,4.432286955,1.705101014,13.94813325,2.227693254,,,3.266825086,1.560390832,2.683986254,2.994644856,15.01526476,8.330149524,21.22239832,21.38245057,19.50922067,18.45496851,16.63332752,19.64640972,18.65801709,14.5996385,12.33217943,16.77002234,9.265883323,14.55367205,15.53265273,13.61248854,9.227354156,8.808711694,7.713413832,11.03328504,5.171786167,9.651819007,14.72427464,11.64573978,9.334738631,8.106552171,19.78629965,27.50810854,73.36006415,37.22534082,7.64234162,2.229350441,69.39053729,10.24057739,3.165064103,4.370489174,6.110665597,8.322632424,2.718524459,0.938251804,28.99759423,1.299117883,0.320769848,0.465116279,2.429831596,0.858059342,1.51563753,1.74819567,38.54851644,8.853247795,23.48035285,17.70649559,13.16411562,7.163976151,1.650918727,0.403054287,13.16446428,2.616366235,0.980822873,0.997175831,2.591959834,2.136880273,0.631428472,0.244064015,12.40891182,0.607370733,0.147135734,0.139116488,1.869181688,0.356682124,0.357728113,0.528572923,16.31219274,4.339109515,4.190230466,2.044907779
31,AL-FixedUncertainty-BOLE-b0.25-,0.262530072,61.28889155,1.473610822,,,11.82967542,3.833490564,11.82972467,7.996225501,23.16125894,21.52877616,2.695483128,,29.83844116,6.487671002,2.830201806,,4.895339373,,,,13.04869698,,,,2.953102716,,,,12.51407195,1.309890059,7.349211576,6.574608012,13.58692766,19.63774618,15.81262493,,18.73782682,16.18695787,17.17271073,24.81119125,6.739640921,2.589976161,9.625974875,6.888888889,7.89914527,2.779611579,,,3.407220631,3.798670943,14.62904667,22.85337044,7.696535535,6.0799313,14.71727227,22.23804128,81.59582999,25.23656776,1.547714515,0.1042502,73.50441059,4.242181235,1.602564103,1.018444266,4.314354451,0.128410915,0.44105854,0.096230954,38.57257418,0.072173216,0.080192462,0.040096231,2.750601443,0.425020048,0.33680834,1.162790698,35.8861267,0.777866881,5.829991981,4.145950281,23.57728113,4.537498693,0.342038283,0.019873784,13.89944563,0.959868903,0.385983264,0.131445905,2.460862592,0.157241475,0.134932534,0.060667341,19.59450507,0.080192462,0.114710087,0.017433144,3.274641749,0.323559151,0.098322932,0.23743942,18.51330149,0.55855793,1.799449113,0.72452146
32,AL-VarUncertainty-BOLE-b0.25-,0.262496659,72.94517606,1.243020899,,,9.488516437,3.935284428,9.48843892,5.553174673,13.35053668,11.69280477,5.066813542,,26.34446513,12.19466923,,,,,,,12.31792668,,,,,,,,6.417417917,1.416649402,10.62550972,10.44074656,7.23768165,22.18944867,15.62435976,,18.55468921,16.96114902,11.17928939,17.52240533,,12.12166221,9.278864624,,8.243272742,2.729592831,,,2.012171046,,18.26846981,,5.609402467,6.216696479,14.63842824,20.36511093,91.56375301,11.1627907,4.049719326,0.160384924,47.4819567,10.44105854,0.320512821,1.018444266,0.200481155,2.640449438,0.473135525,0.048115477,26.82437851,0.136327185,0.1042502,0.1042502,0.096230954,0.080192462,0.481154771,1.331194868,10.25661588,0.930232558,10.66559743,7.153167602,53.53683623,1.55677975,0.869216555,0.042885534,9.164603745,2.16624246,0.087168759,0.179212719,0.16596353,0.663133673,0.11749939,0.032076985,13.18956801,0.070778564,0.048115477,0.045674837,0.14051114,0.038004254,0.114710087,0.269167742,7.493113908,0.526132283,2.703880618,1.225550016
33,AL-RandVarUncertainty-BOLE-b0.25-,0.262523389,74.68183115,1.150030682,,,9.963981791,3.914611767,9.963913392,6.049318413,14.05872359,,2.650196945,,26.58371342,12.92886748,,,,,,,,,,,,,,3.055222011,5.598715567,,14.32174076,15.98882861,7.64176385,21.99364908,15.98747826,,18.92327797,18.0175142,11.12715517,7.352253816,6.399036731,8.825341047,11.28193399,,,,,,1.561264822,,17.17881496,25.51003485,5.016460632,5.068970691,15.46674373,23.83099717,92.61427426,12.89494787,1.571772253,0.312750601,47.361668,12.09302326,0.3125,0.537289495,0.224538893,2.359550562,0.657578188,0.256615878,24.64314354,0.008019246,0.032076985,0.080192462,0.056134723,0.080192462,0.521251002,1.772253408,10.28067362,1.24298316,16.45549318,12.76663994,51.16627733,1.741571075,0.300896064,0.053694083,8.822216799,2.534081796,0.084379358,0.120986019,0.140859803,0.562024963,0.168752833,0.087165719,13.63341585,0.011505875,0.038004254,0.049510129,0.053694083,0.03033367,0.104947526,0.364352707,7.338656253,0.861197308,3.970921516,1.711237405
34,AL-SelSampling-BOLE-b0.25-,0.262496659,75.2660119,1.099690234,,,9.953918052,3.915047962,9.953889334,6.038849057,13.60546193,16.56135398,3.182516997,,27.8777519,,,,,,,,11.81376081,,,,,,,,5.318525224,1.906571904,14.53624764,14.89627818,7.34926907,24.78681551,14.28102471,,19.65662454,15.25644505,12.99672431,12.68929983,,7.899501096,12.81764389,,7.599150032,,,,,,11.81824785,,5.862295546,6.435302775,16.23142389,25.31270216,93.70489174,13.96150762,2.076984763,0.296712109,48.45228549,8.08340016,0.440705128,0.44105854,0.06415397,1.300160514,0.761828388,0.088211708,29.6872494,0.008019246,0.06415397,0.112269447,0.096230954,0.072173216,0.817963111,1.635926223,7.626303128,1.226944667,15.82197273,12.05292702,52.45249468,1.847913253,0.440012552,0.058575363,8.629406227,1.770161431,0.123779637,0.079843799,0.036958265,0.349348023,0.184791325,0.035214951,15.94644538,0.010459886,0.036260939,0.062061992,0.074962519,0.017433144,0.146787072,0.285554897,5.687737527,0.67849796,3.413409574,1.593040689
35,AL-FixedUncertainty-DACC-b0.25-,0.034014969,49.85171703,0,5.145436769,6.135218277,4.430649636,4.155189568,4.43063352,0.27545076,4.017041996,0.155159038,0.622568093,,3.120567376,0.771604938,0.911161731,0.767459708,1.997503121,1.744186047,1.176470588,7.980924328,2.72479564,0.155279503,,0.154679041,1.838755304,0.588235294,1.479488904,0.471698113,2.482037884,0.624024961,,,8.333333333,2.380952381,10.52631579,0,13.49693252,10.20408163,8.695652174,8.928571429,4.507042254,9.230769231,7.079646018,4.172930952,9.049773756,2.43902439,0,2.173913043,7.784431138,3.539823009,4.583333333,12,6.690140845,11.42857143,0,0,2.646351243,0.080192462,0.320769848,0,1.764234162,0.40096231,0.480769231,0.40096231,1.283079391,0.963081862,0.641539695,91.25902165,1.603849238,0.080192462,0,0.080192462,1.042502005,0.320769848,0.882117081,0.240577386,1.523656776,0.320769848,0,0,1.265646247,0.14295178,0.118545378,0.087165719,0.491614658,0.153411666,0.219665272,0.177818068,1.181967156,0.411407852,0.366096022,91.11606987,0.700812385,0.139465151,0.048812803,0.156898295,0.536940832,0.380042537,0.79843799,0.076705833,0.923956626,0.108085492,0.045326174,0.076705833
36,AL-VarUncertainty-DACC-b0.25-,0.262530072,52.55789418,1.946475344,8.024580182,7.007908205,9.395510881,3.939324105,9.395549318,5.456220249,22.63177572,10.2576205,3.17050354,0.759871972,23.65083999,10.7542681,4.777991775,5.812640961,8.622044946,3.215112962,0.47455111,,11.72404796,1.302852792,,,7.237225033,1.510959361,,1.359532129,13.6052342,3.207019772,2.048636364,0.606939994,14.37314095,12.52613235,9.124731451,7.455013624,16.03180214,12.21273305,8.598923131,8.07130174,5.8603569,6.225736751,2.383157919,1.381680889,7.546868952,3.022427685,0.47044002,0.56669983,5.101920456,3.379644315,2.081197147,5.224523658,8.479417256,6.570294289,10.51824916,10.98340327,53.21571772,8.708901363,1.924619086,0.40096231,45.08420209,9.631114675,3.333333333,4.578989575,16.319166,2.182985554,0.264635124,0.152365678,26.27105052,0.834001604,0.032076985,0.048115477,12.45388933,0.978348035,0.304731355,0.785886127,34.4105854,2.125100241,1.138732959,0.312750601,13.78647885,2.639029323,0.826679683,0.206408424,10.26707576,3.004428019,1.559623431,2.26317074,11.39988145,1.447597797,0.467556919,0.449077787,13.99707123,1.179526516,0.207454412,0.354241484,10.07670583,1.211952163,0.597608173,0.617481957,16.14832119,1.315505038,0.418744116,0.102158223
37,AL-RandVarUncertainty-DACC-b0.25-,0.262526731,52.05526854,4.568088027,9.259954539,9.075244188,9.456454165,3.936677865,9.456361935,5.519730375,23.33411273,14.42260015,6.677927928,3.064134692,22.14012618,13.13287939,6.220878009,4.072952145,7.236813674,8.02476087,3.371856523,0.99302034,10.43206454,4.41798773,1.384646989,0.63553499,6.35834003,3.819578913,2.643812039,1.84898509,12.99955033,7.066222807,5.46696179,3.330906343,15.68957632,14.1156831,11.41381448,11.50470413,15.84781083,12.39847584,9.520295614,7.982278474,5.142061266,8.823089322,7.955776704,5.799182441,7.07031016,4.764976668,3.133977567,3.47472227,4.71313935,4.34378897,5.938561888,8.069270224,8.604806722,7.931080359,14.00223817,19.56623965,45.52526063,14.79550922,4.731355253,1.796311147,36.76022454,14.05773857,4.631410256,2.766639936,12.23736969,7.391653291,2.157177225,0.545308741,19.91980754,4.145950281,0.90617482,0.352846832,9.807538091,3.424218123,1.708099439,1.050521251,26.60785886,6.391339214,3.416198877,1.828388132,10.6415397,3.933614588,1.586764757,0.595516195,8.486454447,4.325511663,1.918758717,1.399881455,9.814860012,3.330660344,1.067954395,0.391199749,11.39081622,3.583557059,1.215090129,0.471043548,8.603953837,3.264181863,1.190683728,0.505561173,12.29524772,3.221296329,0.915240054,0.330881071
38,AL-SelSampling-DACC-b0.25-,0.262446538,50.96715264,8.44992662,9.590354574,9.662180701,9.520120131,3.933904218,9.52018177,5.586294114,18.34720438,15.12268548,11.7540156,10.9911487,15.39323129,12.30524779,11.31344944,7.744522949,6.436952834,8.769583747,8.587595794,6.494223873,7.852129853,5.370443447,3.86644063,3.634487004,5.066382638,4.56810152,5.984624195,6.784617948,10.25476025,9.114291351,14.84586222,14.52240753,15.23418222,14.58128214,12.47731164,14.11203344,14.45226826,12.66406211,12.06534365,8.000392958,5.570475314,8.666228297,9.205026243,8.289294126,6.708366582,5.134218757,4.449206495,4.51783851,4.662508093,4.747560779,6.638557436,8.220359056,8.13910574,8.630431262,15.62643696,19.09984675,23.16760225,15.75781877,11.15477145,9.061748196,16.54370489,12.02085004,10.73717949,7.538091419,7.650360866,8.892455859,8.099438653,5.372894948,9.486768244,5.661587811,3.440256616,3.063352045,5.605453087,4.410585405,5.485164395,5.781876504,13.88131516,9.679230152,14.19406576,11.79631115,5.612775008,4.028450891,3.41654754,2.394616645,4.258917053,3.617028695,3.434797768,3.777413619,5.639273387,4.069799874,3.473728252,2.591959834,5.731669049,4.57236498,3.221644991,2.810920121,5.015166835,3.846797531,3.340539033,2.806387504,6.798228793,4.444754367,3.337401067,2.172518392
39,AL-FixedUncertainty-ARF-b0.25-,0.262530072,59.36376195,1.580397475,12.950737,13.65835769,12.32958487,3.81175677,12.32959102,8.517836855,27.27641495,11.61687004,1.252846252,1.153547991,27.73422606,1.213680273,0.701558637,1.28496972,11.70946387,,2.912423677,1.66542662,13.10692508,,,,12.76971365,,1.791424702,1.64181677,15.10277735,1.531296725,1.417294674,3.444246724,16.56853184,20.72320778,17.64904383,20.85819533,16.47799302,11.73132877,13.74163468,19.32428774,7.906232411,3.626644761,21.59239969,13.74159604,8.332618055,2.231809601,5.756321321,6.335826974,8.632808769,3.473314524,17.63971883,16.15725174,9.691099646,14.30008427,18.69122914,32.61740581,77.12109062,8.099438653,0.649558941,0.593424218,87.52205293,0.641539695,0.360576923,0.665597434,22.56615878,0.176565008,1.571772253,0.890136327,30.69767442,0.088211708,0.120288693,0.1042502,24.52285485,0.128307939,0.946271051,0.866078589,34.21010425,0.809943865,0.73777065,1.820368885,16.88609184,1.352811966,0.132840556,0.097276943,19.28837907,0.200829818,0.096582985,0.116104738,11.42812315,0.194547103,0.238834071,0.240228723,14.68568042,0.160384924,0.084725079,0.063456644,11.28656602,0.154806318,0.193159234,0.195948537,13.864928,0.213033018,0.140162477,0.166660856
40,AL-VarUncertainty-ARF-b0.25-,0.262526731,67.63576995,6.864071865,12.98641402,12.70998879,13.28075122,3.770408403,13.28053996,9.51019737,27.70620355,22.45656433,10.08487184,4.020247635,27.82996259,12.06712674,5.948587564,6.267389259,11.02369358,11.18541264,4.9335254,2.40988453,13.40572965,5.813778196,2.560886426,1.21129199,12.12065269,6.363603639,7.190949022,2.979087479,15.14012024,10.4279822,9.470720362,6.168913735,17.88308452,18.79989751,15.90775292,16.7838372,17.81753927,13.23296148,12.97104121,13.59154187,8.281487702,12.4043444,10.84336998,10.0892262,9.572397298,8.228669547,7.535561875,7.8819854,9.121902671,8.528204592,14.68355276,11.53953086,10.57294489,11.30678789,16.13196899,21.33013994,61.51563753,27.95509222,7.417802727,2.293504411,63.59262229,11.17080994,3.886217949,4.097834804,16.50360866,10.20866774,3.19967923,1.371291099,22.40577386,4.498797113,1.547714515,0.657578188,18.08340016,5.092221331,4.771451484,1.716118685,26.70408982,9.687249399,6.728147554,3.632718524,12.28687982,5.252954918,1.708099439,0.496495938,12.75408807,3.184338064,1.133542538,1.143962902,7.950908267,3.131580782,1.135943656,0.533454203,9.20644329,2.183326941,0.824587706,0.342386946,7.844217426,2.370907569,1.207419546,0.568320491,9.807886754,3.307764722,1.524005439,0.590286252
41,AL-RandVarUncertainty-ARF-b0.25-,0.262526731,68.18512878,7.738444586,13.06518971,12.96717198,13.16681704,3.775361703,13.16659984,9.391316562,27.72197049,21.37622195,9.856603121,4.83128309,27.42069744,13.18379436,6.978899892,4.9270267,10.50121716,11.40152183,6.959107105,2.922188304,12.844005,6.780574772,3.777748918,1.714664366,11.07517412,7.122682899,7.620758362,3.858675532,14.19667624,10.86923465,11.83234308,9.696259721,18.15944285,18.77739554,15.69592917,17.41632671,17.73087702,13.41126482,14.02351893,14.25087825,8.053792245,11.69692908,12.86300022,10.45994007,9.531531727,7.975937728,8.250054284,7.551394667,8.486182244,8.499371092,14.32474615,12.19808785,10.15408787,10.9820284,16.348479,24.37093149,58.60465116,24.89975942,7.233360064,2.814755413,60.51323176,12.98315958,4.655448718,2.991178829,15.10825982,11.15569823,4.835605453,1.700080192,19.73536488,5.910184443,2.453889334,0.970328789,15.98235766,6.142742582,5.228548516,2.301523657,23.62469928,10.77786688,9.310344828,6.070569366,11.48460653,4.686029078,1.687528329,0.582964332,12.20773334,3.645270388,1.242329149,0.787629441,7.493811234,3.666410989,1.412433318,0.631079809,8.143718838,2.966075102,1.195565008,0.516718385,7.504968446,2.871936125,1.368501796,0.722778146,9.088246574,3.791708797,2.083260695,0.827377009
